Date,Year,Distance,Standard Distance?,Event / Venue,Joggler,Gender,Nationality,Finish Time,Drops,Notes / Result Links
2018,2018,3b 5km,Yes,Guelph 5km,Mike Moore,M,USA,00:26:20,?,https://sites.google.com/site/guelph5kjoggling/results
2018,2018,3b 5km,Yes,Guelph 5km,Ely Doan,M,0,00:26:05,?,https://sites.google.com/site/guelph5kjoggling/results
2018,2018,3b 5km,Yes,Guelph 5km,Greg Philips,M,0,00:25:05,?,https://sites.google.com/site/guelph5kjoggling/results
2018,2018,3b 5km,Yes,Guelph 5km,Morgan Anderson,F,0,00:24:42,?,https://sites.google.com/site/guelph5kjoggling/results
2018,2018,3b 5km,Yes,Guelph 5km,Sydney McDonald,M,0,00:21:39,?,https://sites.google.com/site/guelph5kjoggling/results
2018,2018,3b 5km,Yes,Guelph 5km,Gabrielle Foran,F,CAN,00:19:09,?,https://sites.google.com/site/guelph5kjoggling/results
2018,2018,3b 5km,Yes,Guelph 5km,Michal Kapral,M,CAN,00:19:05,?,https://sites.google.com/site/guelph5kjoggling/results
2017,2017,3c 15km,No,Istanbul,Levent Denizci,M,TUR,01:47:42,10,
2017,2017,3c 10km,Yes,Ignite Istanbul,Levent Denizci,M,TUR,01:05:37,10,
2017,2017,3b 5km,Yes,Guelph 5km,Eric Malikowski,M,0,00:34:45,?,https://sites.google.com/site/guelph5kjoggling/results
2017,2017,3b 5km,Yes,Guelph 5km,David Pavlove Cunsolo,M,0,00:33:15,?,https://sites.google.com/site/guelph5kjoggling/results
2017,2017,3b 5km,Yes,Guelph 5km,Gavin Hossack,M,0,00:30:07,?,https://sites.google.com/site/guelph5kjoggling/results
2017,2017,3b 5km,Yes,Guelph 5km,Ely Doan,M,0,00:28:26,?,https://sites.google.com/site/guelph5kjoggling/results
2017,2017,3b 5km,Yes,Guelph 5km,Tony Malikowski,M,USA,00:25:08,?,https://sites.google.com/site/guelph5kjoggling/results
2017,2017,3b 5km,Yes,Guelph 5km,Boris Georgiev,M,0,00:24:42,?,https://sites.google.com/site/guelph5kjoggling/results
2017,2017,3b 5km,Yes,Guelph 5km,Julian Tam,M,0,00:23:49,?,https://sites.google.com/site/guelph5kjoggling/results
2017,2017,3b 5km,Yes,Guelph 5km,Gabrielle Foran,F,CAN,00:19:12,?,https://sites.google.com/site/guelph5kjoggling/results
2017,2017,3b 15km,No,Istanbul,Ferda Tekgül,M,TUR,01:35:55,?,https://event.spor.istanbul/eventresults.aspx
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Mary Geeves,F,0,00:32:10,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Scott Randall,M,0,00:47:53,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Sarah Williams,F,0,00:45:37,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",David Pavlove Cunsolo,M,0,00:30:22,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Carter Randall,M,0,00:30:19,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Jack Hirschowitz,M,USA,00:28:21,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Nathan Wakefield,M,0,00:27:56,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Jared Ashton,M,0,00:27:51,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Mike Moore,M,USA,00:27:11,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Jason Noye,M,0,00:26:15,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Craig Wise,M,0,00:24:48,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Tony Malikowski,M,USA,00:24:42,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Katie Burgess,F,0,00:24:37,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Shahar Cohen,M,ISR,00:24:00,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Paul Arneberg,M,0,00:22:37,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Erik Rain,M,0,00:20:26,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Bob Evans,M,USA,00:19:36,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Gabrielle Foran,F,CAN,00:19:29,?,https://www.juggle.org/enewsletter/2017-07
2017,2017,3b 5km,Yes,"IJA, Lisbon, IA",Jacob Heimer,M,0,00:19:16,?,https://www.juggle.org/enewsletter/2017-07
2016,2016,3b 15km,No,Istanbul,Levent Denizci,M,TUR,01:24:35,0,Levent shared a pdf doc of his results
2016,2016,3b 13km,No,Wings for Life World Run,Levent Denizci,M,TUR,01:24:08,4,
2016,2016,3b 10km,Yes,Ignite Istanbul,Levent Denizci,M,TUR,00:54:42,2,Levent shared a pdf doc of his results
2016,2016,3b 5km,Yes,Guelph 5km,David Pavlove Cunsolo,M,0,00:42:23,?,https://sites.google.com/site/guelph5kjoggling/results
2016,2016,3b 5km,Yes,Guelph 5km,Boris Georgiev,M,0,00:29:45,?,https://sites.google.com/site/guelph5kjoggling/results
2016,2016,3b 5km,Yes,Guelph 5km,Ely Doan,M,0,00:25:00,?,https://sites.google.com/site/guelph5kjoggling/results
2016,2016,3b 5km,Yes,Guelph 5km,Mike Moore,M,USA,00:23:56,?,https://sites.google.com/site/guelph5kjoggling/results
2016,2016,3b 5km,Yes,Guelph 5km,Julian Tam,M,0,00:23:22,?,https://sites.google.com/site/guelph5kjoggling/results
2016,2016,3b 5km,Yes,Guelph 5km,Gabrielle Foran,F,CAN,00:18:26,?,https://sites.google.com/site/guelph5kjoggling/results
2015,2015,3b 26km,No,Istanbul,Levent Denizci,M,TUR,02:37:41,4,Levent shared a pdf doc of his results
2014,2014,3b Half Marathon,Yes,Runtalya,Levent Denizci,M,TUR,02:13:00,4,https://www.instagram.com/p/BIjUzCajyuf/
2014,2014,3b Half Marathon,Yes,Istanbul Half Marathon,Levent Denizci,M,TUR,02:01:19,3,https://www.instagram.com/p/BIl1YIKDEa0/
2013,2013,3b 10km,Yes,Runtalya,Levent Denizci,M,TUR,01:14:27,12,https://www.instagram.com/p/BIg06QODG3d/
2013,2013,3b 15km,No,Istanbul,Levent Denizci,M,TUR,01:12:49,7,Levent shared a pdf doc of his results
2010,2010,3b 5km,Yes,"IJA, Nevada",Gordon Cornell,M,0,00:37:43,?,https://dev.juggle.org/history/champs/champs2010.php
2010,2010,3b 5km,Yes,"IJA, Nevada",Andrew Hodge,M,0,00:29:01,?,https://dev.juggle.org/history/champs/champs2010.php
2010,2010,3b 5km,Yes,"IJA, Nevada",Dean Bennett,M,0,00:27:40,?,https://dev.juggle.org/history/champs/champs2010.php
2010,2010,3b 5km,Yes,"IJA, Nevada",Jack Hirschowitz,M,USA,00:27:33,?,https://dev.juggle.org/history/champs/champs2010.php
2010,2010,3b 5km,Yes,"IJA, Nevada",Andrew Swan,M,0,00:27:23,?,https://dev.juggle.org/history/champs/champs2010.php
2010,2010,3b 5km,Yes,"IJA, Nevada",Chris Garcia,M,0,00:23:52,?,https://dev.juggle.org/history/champs/champs2010.php
2010,2010,3b 5km,Yes,"IJA, Nevada",Tyler Wishau,M,USA,00:19:41,?,https://dev.juggle.org/history/champs/champs2010.php
2008,2008,3b Half Marathon,Yes,"McDonalds Half Marathon (Richmond, VA)",Jesse Joyner,M,USA,02:34:05,?,https://www.trackshackresults.com/richmond/results/2008/hm_results.php?Link=22&Type=3&LName=Joyner&FName=Jesse&City=&State=&Country=
2008,2008,3b 10km,Yes,"Ukrops Monument Avenue 10k (Richmond, VA)",Jesse Joyner,M,USA,01:00:29,?,https://www.trackshackresults.com/richmond/results/2008/10k_results.php?Link=46&Type=3&LName=Joyner&FName=Jesse&City=&State=&Country=
2007,2007,3b Marathon,Yes,Tampa Bay Marathon,Perry Romanowski,M,USA,03:23:00,?,
2007,2007,3b 5km,Yes,Time Trial,Tyler Wishau,M,USA,00:17:08,0,https://thejoggler.blogspot.com/2007/12/best-joggles-of-2007.html
2005,2005,3b 5km,Yes,Berlin,Perry Romanowski,M,USA,00:19:48,?,
1998,1998,3b 5km,Yes,EJC,Mike Hebebrand,M,USA,00:19:00,?,From Email exchange with Mike (April 2023)
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",Natalie McIntyre,F,0,00:28:48,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",Scott Anthony,M,0,00:27:22,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",Kay Caskey,F,0,00:26:57,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",Marion Caldwell,F,0,00:26:57,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",Heather Marriott,F,USA,00:23:45,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",George Faust,M,0,00:23:14,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",Jerry Kurtz,M,0,00:22:29,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",Mickey Campaniello,M,0,00:21:37,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",Mark Kolbus,M,0,00:20:50,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",Darin Marriott,M,USA,00:18:43,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b 5km,Yes,"IJA, Pittsburgh",Reese Edwards,M,0,00:18:21,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Laurie Young,F,0,00:09:31,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Becky Provance,F,0,00:09:10,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Laura Provance,F,0,00:09:10,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",David Groth,M,0,00:07:35,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Marion Caldwell,F,0,00:07:35,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Tim Baird,M,0,00:07:15,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Charles Williams,M,0,00:07:10,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Heather Marriott,F,USA,00:06:47,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Mickey Campaniello,M,0,00:06:13,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Curt Hoffman,M,0,00:06:03,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Mark Kolbus,M,0,00:05:48,?,https://dev.juggle.org/history/champs/champs1997.php
1997,1997,3b Mile,Yes,"IJA, Pittsburgh",Reese Edwards,M,0,00:05:13,?,https://dev.juggle.org/history/champs/champs1997.php
1996,1996,5b 5km,Yes,"IJA, Rapid City",Barry Goldmeier,M,USA,00:27:53,?,
1996,1996,3b 5km,Yes,"IJA, Rapid City",Laurie Young,F,0,00:34:02,?,
1996,1996,3b 5km,Yes,"IJA, Rapid City",Bill Coad,M,USA,00:29:56,?,
1996,1996,3b 5km,Yes,"IJA, Rapid City",Ben Schoenberg,M,0,00:24:38,?,
1996,1996,3b 5km,Yes,"IJA, Rapid City",Andrew Swan,M,0,00:23:21,?,
1996,1996,3b 5km,Yes,"IJA, Rapid City",Keith Baker,M,0,00:21:38,?,
1996,1996,3b 5km,Yes,"IJA, Rapid City",Reese Edwards,M,0,00:20:17,?,
1996,1996,3b Mile,Yes,"IJA, Rapid City",Kay Caskey,F,0,00:10:12,?,http://www.juggling.org/orgs/ija/champs.txt
1996,1996,3b Mile,Yes,"IJA, Rapid City",Marion Caldwell,F,0,00:10:07,?,http://www.juggling.org/orgs/ija/champs.txt
1996,1996,3b Mile,Yes,"IJA, Rapid City",Adam Griffin,M,0,00:06:07,?,http://www.juggling.org/orgs/ija/champs.txt
1996,1996,3b Mile,Yes,"IJA, Rapid City",Keith Baker,M,0,00:06:05,?,http://www.juggling.org/orgs/ija/champs.txt
1996,1996,3b Mile,Yes,"IJA, Rapid City",Reese Edwards,M,0,00:05:46,?,http://www.juggling.org/orgs/ija/champs.txt
1996,1996,3b Mile,Yes,"IJA, Rapid City",Paul Arneberg,M,0,00:05:39,?,http://www.juggling.org/orgs/ija/champs.txt
1996,1996,3b Mile,Yes,"IJA, Rapid City",Albert Lucas,M,USA,00:05:27,?,http://www.juggling.org/orgs/ija/champs.txt
1996,1996,5b Mile,Yes,"IJA, Rapid City",Ben Schoenberg,M,0,00:10:36,?,http://www.juggling.org/orgs/ija/champs.txt
1996,1996,5b Mile,Yes,"IJA, Rapid City",Barry Goldmeier,M,USA,00:10:37,?,http://www.juggling.org/orgs/ija/champs.txt
1995,1995,5b 5km,Yes,"IJA, Las Vegas",Barry Goldmeier,M,USA,00:33:03,?,https://dev.juggle.org/history/champs/champs1995.php
1995,1995,3b 5km,Yes,"IJA, Las Vegas",Kay Caskey,F,0,00:36:14,?,https://dev.juggle.org/history/champs/champs1995.php
1995,1995,3b 5km,Yes,"IJA, Las Vegas",Reese Edwards,M,0,00:22:37,?,https://dev.juggle.org/history/champs/champs1995.php
1995,1995,3b 5km,Yes,"IJA, Las Vegas",Sam Wildofsky,M,0,00:20:37,?,https://dev.juggle.org/history/champs/champs1995.php
1995,1995,3b 5km,Yes,"IJA, Las Vegas",Mike Hebebrand,M,USA,00:19:54,?,https://dev.juggle.org/history/champs/champs1995.php
1995,1995,3b Mile,Yes,"IJA, Las Vegas",Laurie Young,F,0,00:09:22,?,https://dev.juggle.org/history/champs/champs1995.php
1995,1995,3b Mile,Yes,"IJA, Las Vegas",Becky Provance,F,0,00:08:57,?,https://dev.juggle.org/history/champs/champs1995.php
1995,1995,3b Mile,Yes,"IJA, Las Vegas",Reese Edwards,M,0,00:06:11,?,https://dev.juggle.org/history/champs/champs1995.php
1995,1995,3b Mile,Yes,"IJA, Las Vegas",Keith Baker,M,0,00:06:01,?,https://dev.juggle.org/history/champs/champs1995.php
1995,1995,3b Mile,Yes,"IJA, Las Vegas",Mike Hebebrand,M,USA,00:05:42,?,https://dev.juggle.org/history/champs/champs1995.php
1994,1994,3b 5km,Yes,"IJA, Vermont, Billy Gillen Memorial 5km",Laurie Young,F,0,00:33:13,?,https://dev.juggle.org/history/champs/champs1994.php
1994,1994,3b 5km,Yes,"IJA, Vermont, Billy Gillen Memorial 5km",Darren Samson,M,0,00:22:30,?,https://dev.juggle.org/history/champs/champs1994.php
1994,1994,3b 5km,Yes,"IJA, Vermont, Billy Gillen Memorial 5km",Keith Baker,M,0,00:21:03,?,https://dev.juggle.org/history/champs/champs1994.php
1994,1994,3b 5km,Yes,"IJA, Vermont, Billy Gillen Memorial 5km",Albert Lucas,M,USA,00:20:50,?,https://dev.juggle.org/history/champs/champs1994.php
1994,1994,3b Mile,Yes,"IJA, Vermont",Chuck Worrell,M,0,00:09:10,?,https://dev.juggle.org/history/champs/champs1994.php
1994,1994,3b Mile,Yes,"IJA, Vermont",Bob Neuman,M,0,00:08:27,?,https://dev.juggle.org/history/champs/champs1994.php
1994,1994,3b Mile,Yes,"IJA, Vermont",Joe Lyons,M,0,00:06:57,?,https://dev.juggle.org/history/champs/champs1994.php
1994,1994,3b Mile,Yes,"IJA, Vermont",Keith Baker,M,0,00:05:56,?,https://dev.juggle.org/history/champs/champs1994.php
1994,1994,3b Mile,Yes,"IJA, Vermont",Albert Lucas,M,USA,00:05:48,?,https://dev.juggle.org/history/champs/champs1994.php
1993,1993,3b 5km,Yes,"IJA, Fargo",Kay Caskey,F,0,00:29:31,?,http://www.juggling.org/orgs/ija/champs.txt
1993,1993,3b 5km,Yes,"IJA, Fargo",Bill Coad,M,USA,00:24:36,?,http://www.juggling.org/orgs/ija/champs.txt
1993,1993,3b 5km,Yes,"IJA, Fargo",Ben Schoenberg,M,0,00:22:35,?,http://www.juggling.org/orgs/ija/champs.txt
1993,1993,3b 5km,Yes,"IJA, Fargo",Jay Pittman ,M,0,00:22:34,?,http://www.juggling.org/orgs/ija/champs.txt
1993,1993,3b 5km,Yes,"IJA, Fargo",Mike Hebebrand,M,USA,00:18:35,?,http://www.juggling.org/orgs/ija/champs.txt
1993,1993,3b Mile,Yes,"IJA, Fargo",Carol Mills,F,0,00:11:15,?,http://www.juggling.org/orgs/ija/champs.txt
1993,1993,3b Mile,Yes,"IJA, Fargo",Laurie Young,F,0,00:09:33,?,http://www.juggling.org/orgs/ija/champs.txt
1993,1993,3b Mile,Yes,"IJA, Fargo",Kathy Glynn,F,0,00:07:57,?,http://www.juggling.org/orgs/ija/champs.txt
1993,1993,3b Mile,Yes,"IJA, Fargo",Jim Shellard,M,0,00:06:25,?,http://www.juggling.org/orgs/ija/champs.txt
1993,1993,3b Mile,Yes,"IJA, Fargo",Troy Fitzgerald,M,0,00:06:07,?,http://www.juggling.org/orgs/ija/champs.txt
1993,1993,3b Mile,Yes,"IJA, Fargo",Mark Kolbus,M,0,00:05:46,?,http://www.juggling.org/orgs/ija/champs.txt
1992,1992,3b 5km,Yes,"IJA, Quebec",Roni Lynn,F,0,00:32:48,?,http://www.juggling.org/orgs/ija/champs.txt
1992,1992,3b 5km,Yes,"IJA, Quebec",Laurie Young,F,0,00:27:42,?,http://www.juggling.org/orgs/ija/champs.txt
1992,1992,3b 5km,Yes,"IJA, Quebec",Sam Wildofsky,M,0,00:20:25,?,http://www.juggling.org/orgs/ija/champs.txt
1992,1992,3b 5km,Yes,"IJA, Quebec",Troy Fitzgerald,M,0,00:20:00,?,http://www.juggling.org/orgs/ija/champs.txt
1992,1992,3b 5km,Yes,"IJA, Quebec",Ben Schoenberg,M,0,00:19:48,?,http://www.juggling.org/orgs/ija/champs.txt
1992,1992,3b Mile,Yes,"IJA, Quebec",Andrea Goranson,F,0,00:10:56,?,http://www.juggling.org/orgs/ija/champs.txt
1992,1992,3b Mile,Yes,"IJA, Quebec",Kay Caskey,F,0,00:08:45,?,http://www.juggling.org/orgs/ija/champs.txt
1992,1992,3b Mile,Yes,"IJA, Quebec",Joe Lyons,M,0,00:06:13,?,http://www.juggling.org/orgs/ija/champs.txt
1992,1992,3b Mile,Yes,"IJA, Quebec",Robin Chestnut,M,0,00:05:54,?,http://www.juggling.org/orgs/ija/champs.txt
1992,1992,3b Mile,Yes,"IJA, Quebec",Troy Fitzgerald,M,0,00:05:30,?,http://www.juggling.org/orgs/ija/champs.txt
1991,1991,3b 5km,Yes,"IJA, St. Louis",Kay Caskey,F,0,00:30:13,?,http://www.juggling.org/orgs/ija/champs.txt
1991,1991,3b 5km,Yes,"IJA, St. Louis",Steve Otteson,M,0,00:22:36,?,http://www.juggling.org/orgs/ija/champs.txt
1991,1991,3b 5km,Yes,"IJA, St. Louis",Joe Lyons,M,0,00:22:09,?,http://www.juggling.org/orgs/ija/champs.txt
1991,1991,3b 5km,Yes,"IJA, St. Louis",Billy Gillen,M,USA,00:21:49,?,http://www.juggling.org/orgs/ija/champs.txt
1991,1991,3b 5km,Yes,"IJA, St. Louis",John Kilgust,M,0,00:20:41,?,http://www.juggling.org/orgs/ija/champs.txt
1990,1990,3b 5km,Yes,"IJA, LA",Laurie Young,F,0,00:29:15,?,http://www.juggling.org/orgs/ija/champs.txt
1990,1990,3b 5km,Yes,"IJA, LA",John Kilgust,M,0,00:20:08,?,http://www.juggling.org/orgs/ija/champs.txt
1990,1990,3b 5km,Yes,"IJA, LA",Robert Slick,M,0,00:17:55,?,http://www.juggling.org/orgs/ija/champs.txt
1990,1990,3b 5km,Yes,"IJA, LA",Mike Hebebrand,M,USA,00:17:37,?,http://www.juggling.org/orgs/ija/champs.txt
1990,1990,3b Mile,Yes,"IJA, LA",Kay Caskey,F,0,00:08:44,?,http://www.juggling.org/orgs/ija/champs.txt
1990,1990,3b Mile,Yes,"IJA, LA",Kathy Glynn,F,0,00:07:34,?,http://www.juggling.org/orgs/ija/champs.txt
1990,1990,3b Mile,Yes,"IJA, LA",Christa Rypins,F,0,00:06:43,?,http://www.juggling.org/orgs/ija/champs.txt
1990,1990,3b Mile,Yes,"IJA, LA",Mark Branner,M,0,00:05:38,?,http://www.juggling.org/orgs/ija/champs.txt
1990,1990,3b Mile,Yes,"IJA, LA",Mike Hebebrand,M,USA,00:05:16,?,http://www.juggling.org/orgs/ija/champs.txt
1990,1990,3b 10km,Yes,Time Trial,Mike Hebebrand,M,USA,00:35:45,?,From Email exchange with Mike (April 2023)
1989,1989,5b 5km,Yes,Time Trial,Billy Gillen,M,USA,00:28:11,?,"https://www.dev.juggle.org/history/archives/jugmags/45-2/45-2,p11.htm"
1989,1989,3b 5km,Yes,"IJA, Baltimore",Kay Caskey,F,0,00:27:57,?,http://www.juggling.org/orgs/ija/champs.txt
1989,1989,3b 5km,Yes,"IJA, Baltimore",Paul Ballard,M,0,00:20:50,?,http://www.juggling.org/orgs/ija/champs.txt
1989,1989,3b 5km,Yes,"IJA, Baltimore",Steve Otteson,M,0,00:20:33,?,http://www.juggling.org/orgs/ija/champs.txt
1989,1989,3b 5km,Yes,"IJA, Baltimore",John Kilgust,M,0,00:19:06,?,http://www.juggling.org/orgs/ija/champs.txt
1989,1989,3b Mile,Yes,"IJA, Baltimore",Kathy Glynn,F,0,00:06:17,?,http://www.juggling.org/orgs/ija/champs.txt
1989,1989,3b Mile,Yes,"IJA, Baltimore",Mike Thomasen,M,0,00:05:51,?,http://www.juggling.org/orgs/ija/champs.txt
1989,1989,3b Mile,Yes,"IJA, Baltimore",Bill Giduz,M,USA,00:05:47,?,http://www.juggling.org/orgs/ija/champs.txt
1989,1989,3b Mile,Yes,"IJA, Baltimore",Steve Otteson,M,0,00:05:41,?,http://www.juggling.org/orgs/ija/champs.txt
1989,1989,5b Mile,Yes,Time Trial,Billy Gillen,M,USA,00:07:41,?,"https://www.dev.juggle.org/history/archives/jugmags/45-2/45-2,p11.htm"
1988,1988,3b 5km,Yes,"IJA, Denver",Laurie Young,F,0,00:30:22,?,http://www.juggling.org/orgs/ija/champs.txt
1988,1988,3b 5km,Yes,"IJA, Denver",Eric Promislow,M,0,00:23:21,?,http://www.juggling.org/orgs/ija/champs.txt
1988,1988,3b 5km,Yes,"IJA, Denver",Albert Lucas,M,USA,00:20:39,?,http://www.juggling.org/orgs/ija/champs.txt
1988,1988,3b 5km,Yes,"IJA, Denver",John Kilgust,M,0,00:19:34,?,http://www.juggling.org/orgs/ija/champs.txt
1988,1988,3b Mile,Yes,"IJA, Denver",Kay Caskey,F,0,00:10:40,?,http://www.juggling.org/orgs/ija/champs.txt
1988,1988,3b Mile,Yes,"IJA, Denver",Sarah Breckenridge,F,0,00:10:03,?,http://www.juggling.org/orgs/ija/champs.txt
1988,1988,3b Mile,Yes,"IJA, Denver",Tina Fraser,F,0,00:09:40,?,http://www.juggling.org/orgs/ija/champs.txt
1988,1988,3b Mile,Yes,"IJA, Denver",John Ellwanger,M,0,00:05:51,?,http://www.juggling.org/orgs/ija/champs.txt
1988,1988,3b Mile,Yes,"IJA, Denver",Steve Wilson,M,0,00:05:39,?,http://www.juggling.org/orgs/ija/champs.txt
1988,1988,3b Mile,Yes,"IJA, Denver",Albert Lucas,M,USA,00:05:35,?,http://www.juggling.org/orgs/ija/champs.txt
1988,1988,3b Marathon,Yes,??,Albert Lucas,M,USA,03:29:04,?,
1988,1988,3b Marathon,Yes,West Australian Marathon,Reg Bolton,M,GBR,03:45:50,?,https://www.heraldscotland.com/default_content/12429364.reg-bolton/  https://www.jugglingballs.com.au/15-famous-jugglers-from-australia-and-the-world/
1987,1987,3b 5km,Yes,"IJA, Akron",Clarke McFarlane,M,0,00:20:06,?,http://www.juggling.org/orgs/ija/champs.txt
1987,1987,3b 5km,Yes,"IJA, Akron",Billy Gillen,M,USA,00:19:52,?,http://www.juggling.org/orgs/ija/champs.txt
1987,1987,3b Mile,Yes,"IJA, Akron",Clarke McFarlane,M,0,00:05:34,?,http://www.juggling.org/orgs/ija/champs.txt
1987,1987,3b Mile,Yes,"IJA, Akron",Billy Gillen,M,USA,00:05:28,?,http://www.juggling.org/orgs/ija/champs.txt
1987,1987,3b Mile,Yes,"IJA, Akron",Todd McLeish,M,0,00:05:26,?,http://www.juggling.org/orgs/ija/champs.txt
1986,1986,3b 5km,Yes,"IJA, San Jose",Owen Morse,M,USA,00:20:27,?,http://www.juggling.org/orgs/ija/champs.txt
1986,1986,3b 5km,Yes,"IJA, San Jose",Mickey Campaniello,M,0,00:19:20,?,http://www.juggling.org/orgs/ija/champs.txt
1986,1986,3b 5km,Yes,"IJA, San Jose",Kirk Swenson,M,USA,00:16:58,1,http://www.juggling.org/orgs/ija/champs.txt  http://www.juggling.org/jw/86/3/joggling.html
1986,1986,3b Mile,Yes,"IJA, San Jose",Mickey Campaniello,M,0,00:05:48,?,http://www.juggling.org/orgs/ija/champs.txt
1986,1986,3b Mile,Yes,"IJA, San Jose",Marty Gardella,M,0,00:05:44,?,http://www.juggling.org/orgs/ija/champs.txt
1986,1986,3b Mile,Yes,"IJA, San Jose",Kirk Swenson,M,USA,00:04:43,1,http://www.juggling.org/orgs/ija/champs.txt http://www.juggling.org/jw/86/3/joggling.html
1985,1985,3b Mile,Yes,"IJA, Atlanta",Andrew Head,M,0,00:05:47,?,http://www.juggling.org/orgs/ija/champs.txt
1985,1985,3b Mile,Yes,"IJA, Atlanta",Banks Helfrich,M,0,00:05:06,?,http://www.juggling.org/orgs/ija/champs.txt
1985,1985,3b Mile,Yes,"IJA, Atlanta",Kirk Swenson,M,USA,00:04:47,?,http://www.juggling.org/orgs/ija/champs.txt
1984,1984,3b Mile,Yes,"IJA, Las Vegas",John Ellwanger,M,0,00:05:23,?,http://www.juggling.org/orgs/ija/champs.txt
1984,1984,3b Mile,Yes,"IJA, Las Vegas",Jim Piaskowy,M,0,00:05:06,?,http://www.juggling.org/orgs/ija/champs.txt
1984,1984,3b Mile,Yes,"IJA, Las Vegas",Kirk Swenson,M,USA,00:04:56,?,http://www.juggling.org/orgs/ija/champs.txt
1983,1983,3b 5km,Yes,"IJA, Purchase, NY",Michel Lauzière,M,CAN,00:20:09,?,http://www.juggling.org/orgs/ija/champs.txt
1983,1983,3b 5km,Yes,"IJA, Purchase, NY",Billy Gillen,M,USA,00:20:07,?,http://www.juggling.org/orgs/ija/champs.txt
